983253
1	1416931705	100
2	1416931706	100
3	1416931706	100
4	1416931706	100
5	1416931707	100
6	1416931707	100
7	1416931707	100
8	1416931707	100
9	1416931708	100
10	1416931708	100
11	1416931708	100
12	1416931708	100
14	1416931709	200
15	1416931709	200
16	1416931709	200
17	1416931709	420
18	1416931710	12400
19	1416931710	100
20	1416931710	47
21	1416931710	47
22	1416931711	47
23	1416931711	47
24	1416931711	980
25	1416931712	100
27	1416931712	100
28	1416931712	230
29	1416931713	392
30	1416931713	2349
31	1416931713	2000
32	1416931713	3700
33	1416931713	28
34	1416931714	100
35	1416931714	100
36	1416931714	100
37	1416931714	855
38	1416931715	100
39	1416931715	100
40	1416931715	95
41	1416931716	100
42	1416931716	95
46	1416931716	100
47	1416931716	100
48	1416931716	2990
49	1416931717	100
50	1416931717	400
51	1416931717	120
52	1416931717	100
53	1416931718	1747
54	1416931718	2400
55	1416931718	100
56	1416931719	2000
57	1416931719	4000
58	1416931719	5000
59	1416931719	150
60	1416931719	4000
61	1416931720	38
62	1416931720	7500
66	1416931720	30105
67	1416931720	3999
68	1416931720	4000
69	1416931721	100
70	1416931721	100
71	1416931721	600
72	1416931721	120
73	1416931722	980
76	1416931722	100
77	1416931722	100
78	1416931722	288
79	1416931723	66
80	1416931723	3250
81	1416931723	100
82	1416931723	100
83	1416931724	102
84	1416931724	100
85	1416931725	580000
86	1416931725	995
87	1416931725	600
88	1416931726	200
89	1416931726	95
90	1416931726	95
91	1416931726	95
92	1416931727	47
93	1416931727	280
94	1416931727	280
95	1416931727	280
96	1416931728	120
97	1416931728	398
98	1416931728	100
99	1416931728	3773
100	1416931728	4000
101	1416931729	3895
102	1416931729	100
103	1416931729	175
104	1416931729	9999
105	1416931730	2450
106	1416931730	140
107	1416931730	195
108	1416931730	95
109	1416931731	95
110	1416931731	280
111	1416931731	280
112	1416931732	350
113	1416931732	900
114	1416931732	2800
115	1416931732	399
117	1416931733	76
118	1416931733	19
119	1416931733	19
120	1416931733	19
121	1416931734	100
122	1416931735	100
123	1416931737	76
124	1416931738	19
125	1416931739	216
126	1416931740	248
127	1416931741	600
128	1416931742	290
129	1416931742	100
130	1416931743	120
131	1416931743	76
132	1416931743	1600
135	1416931744	199
136	1416931744	26
137	1416931744	1600
138	1416931745	300
139	1416931745	500
140	1416931745	380
142	1416931746	100
143	1416931746	674
144	1416931746	100
145	1416931747	100
147	1416931747	320
148	1416931747	320
149	1416931747	800
157	1416931748	500
158	1416931748	28
159	1416931748	47
160	1416931748	100
161	1416931749	375
162	1416931749	100
163	1416931749	125
164	1416931749	175
165	1416931749	76
166	1416931752	100
167	1416931753	104
168	1416931754	104
169	1416931755	66
170	1416931756	100
171	1416931756	100
172	1416931757	100
173	1416931758	76
174	1416931758	142
175	1416931759	100
176	1416931759	2200
177	1416931760	2600
178	1416931760	1600
179	1416931761	104
180	1416931761	100
181	1416931762	674
182	1416931762	100
183	1416931763	390
184	1416931763	188
185	1416931764	300
186	1416931764	100
187	1416931764	100
188	1416931765	100
189	1416931765	100
193	1416931765	92000000
194	1416931766	12420000
195	1416931766	200
196	1416931766	977
198	1416931767	525
199	1416931767	150
200	1416931767	102
201	1416931768	333
202	1416931768	100
203	1416931768	60
204	1416931769	105
205	1416931769	172
206	1416931769	100
207	1416931769	100
208	1416931769	100
209	1416931770	400
210	1416931770	100
211	1416931770	100
212	1416931770	100
213	1416931771	160
214	1416931771	160
215	1416931771	1750
216	1416931772	875
217	1416931774	800
218	1416931775	150
219	1416931775	100
220	1416931776	100
221	1416931776	170
222	1416931777	100
223	1416931777	151
224	1416931778	100
225	1416931778	214
226	1416931778	674
227	1416931779	1500
228	1416931779	3800
229	1416931779	3332
230	1416931780	120
231	1416931782	28
232	1416931783	57
233	1416931784	114
234	1416931785	228
236	1416931786	500
237	1416931786	100
238	1416931787	100
239	1416931788	160
240	1416931789	160
241	1416931789	180
242	1416931790	66
243	1416931791	66
244	1416931791	66
245	1416931792	66
246	1416931792	66
247	1416931792	66
248	1416931793	200
249	1416931793	200
250	1416931793	160
251	1416931793	130
252	1416931794	120
253	1416931794	127
254	1416931794	125
255	1416931794	140
256	1416931795	107
257	1416931795	590
258	1416931795	2000
259	1416931795	100
260	1416931795	100
261	1416931796	100
262	1416931796	100
263	1416931797	102
264	1416931797	100
265	1416931797	100
266	1416931797	107
267	1416931798	289
268	1416931798	900
269	1416931798	100
270	1416931798	100
271	1416931798	250
272	1416931799	250
273	1416931799	250
274	1416931799	475
276	1416931799	4450
277	1416931800	300
278	1416931800	300
279	1416931801	300
280	1416931801	100
281	1416931801	62000000
285	1416931801	555
